Identifiant espace vert;Typologie d'espace vert;Catégorie;Adresse - Numéro;Adresse - Complément;Adresse - type voie;Adresse - Libellé voie;Code postal;Surface calculée;Superficie totale réelle;Surface horticole;Présence cloture;Périmètre;Année de l'ouverture;Année de rénovation;Ancien nom de l'espace vert;Année de changement de nom;Nombre d'entités;Ouverture 24h_24h;ID_DIVISION;ID_ATELIER_HORTICOLE;IDA3D_ENB;SITE_VILLES;ID_EQPT;Compétence
12158;Murs végétalisés;Murs vegetalises;57;B;RUE;VITRUVE;75020;;27;27;Non;;2016;;SQUARE DES GRES;;1;;120;46;0;3426;0;0
12908;Décorations sur la voie publique;Jardiniere;1;;RUE;GUSTAVE ZEDE;75016;185;;;Non;;9999;;;;5;;116;32;JDE11867;SV;11867;CP
12909;Décorations sur la voie publique;Jardiniere;47;;RUE;RAYNOUARD;75016;;;;Non;;9999;;;;;;116;33;JDE11868;SV;11868;CP
11498;Décorations sur la voie publique;Jardiniere;3;Z1;RUE;MERE THERESA;75017;425;350;350;Non;265.51530029;2015;2020;;;7;;117;36;JDE10266;SV;10266;CA
12927;Ephémères, partagés, pédagogiques;Jardin partage;23;;RUE;D AUBERVILLIERS;75018;760;696;696;Oui;;2020;;;;1;Non;118;39;0;5004;0;0
815;Périphérique;Talus;0;;;;75020;123;;;Non;437.23293683;;;;;1;;9;;0;0;0;0
12932;Décorations sur la voie publique;Jardiniere;173;;RUE;ORDENER;75018;27;27;27;Non;;2020;;;;2;;118;37;JDE11946;SV;11946;CP
12899;Décorations sur la voie publique;Jardiniere;5;;RUE DE LA;PROVIDENCE;75013;257;;;Non;;9999;;;;3;;113;20;JDE11858;SV;11858;CP
824;Promenades ouvertes;Jardinet;3;;RUE DES;OISEAUX;75003;127;130;130;Oui;45.86660036;2004;2009;JARDIN RUE DES OISEAUX;2013;1;Non;101;2;42506;1391;3718;CA
38;Promenades ouvertes;Square;3;;PLACE;PAUL PAINLEVE;75005;1065;1000;268;Oui;127.74151015;1899;1986;SQUARE PAUL PAINLEVE (1933);2021;1;Non;113;4;44389;2141;3658;CA
41;Promenades ouvertes;Square;10;B;RUE;LARREY;75005;601;581;252;Oui;121.91795114;1929;;;;1;Non;113;4;43926;3591;3678;CA
119;Promenades ouvertes;Square;35;V;QUAI DE;JEMMAPES;75010;2225;2200;1392;Oui;506.76832361;1891;;;;1;Non;104;10;48161;3920;3590;CA
231;Promenades ouvertes;Mail;107;;BOULEVARD;AUGUSTE BLANQUI;75013;4226;4755;1759;Oui;358.79257325;1971;2005;;;1;Non;113;19;53145;2171;3615;CA
120;Promenades ouvertes;Square;68;;BOULEVARD DE;MAGENTA;75010;1358;1456;776;Oui;181.57176437;1896;;;;1;Non;104;10;47358;3917;3692;CA
148;Promenades ouvertes;Square;132;BIS;RUE DE;CHARONNE;75011;1251;1250;525;Oui;190.92954124;1982;;JARDIN DU 132 RUE DE CHARONNE;1999;1;Non;111;12;48848;1598;3663;CA
284;Promenades ouvertes;Square;20;;RUE;SAILLARD;75014;3458;4400;991;Oui;324.41834573;1932;;;1971;1;Non;114;22;55494;3070;3533;CA
346;Promenades ouvertes;Jardin;28;;AVENUE;ALBERT BARTHOLOME;75015;20218;34180;25921;Non;1500.51842335;1957;;;;1;Oui;115;28;56014;74;3371;CA
138;Promenades ouvertes;Jardiniere;1;;PLACE;LEON BLUM;75011;1852;1673;1260;Non;396.58087333;1938;2007;DENIS POULOT (ATTRIBUE EN 1981);2007;1;Oui;111;12;49591;3855;3798;CA
398;Promenades ouvertes;Jardin;3;;PLACE DE;VARSOVIE;75016;105555;93982;64427;Non;3988.52730153;1879;;;;1;Oui;116;33;60089;3809;5013;CP
443;Promenades ouvertes;Square;144;BIS;RUE;CARDINET;75017;16560;16615;8973;Oui;534.4853194;1862;;;;1;Non;117;36;60821;988;3541;CA
544;Promenades ouvertes;Square;25;;RUE;LOUIS PASTEUR VALLERY RADOT;75018;6361;6527;3861;Oui;379.32222097;1982;;;;1;Non;118;38;64128;4150;3517;CA
777;Promenades ouvertes;Square;12;;SQUARE DE LA;SALAMANDRE;75020;2660;2800;1027;Oui;209.0400264;1988;;;;1;Non;120;46;70710;2220;3525;CA
239;Promenades ouvertes;Square;47;;RUE;GANDON;75013;9382;10411;6143;Oui;548.25522334;1986;2019;GANDON E1 ( ZAC GANDON-MASSENA);;1;Non;113;17;51953;1095;3593;CA
911;Jardinets décoratifs;Plate-bande;28;;RUE DES;AMIRAUX;75018;33;38;38;Oui;37.83477458;1928;;;;1;Non;118;38;62272;4549;3811;CA
10544;Décorations sur la voie publique;Plate-bande;165;;RUE D';ALESIA;75014;412;485;485;Non;289.06006008;2003;;;;8;;114;22;JDE5048;SV;5048;CA
11235;Murs végétalisés;Murs vegetalises;19;;RUE;TIQUETONNE;75002;2;;;Non;9.88054154;2013;;;;1;;101;1;JDE7837;SV;7837;CA
439;Périphérique;Talus;6;V;RUE;JOSEPH ET MARIE HACKIN;75016;5215;4078;4078;Non;1010.65996161;;;;;3;;116;30;0;SV;9404;CP
126;Promenades ouvertes;Square;150;X;QUAI DE;VALMY;75010;306;392;392;Non;102.00373892;1990;;JARDIN DES BERGES DU CANAL SAINT MARTIN;;1;Oui;104;10;48165;3920;3365;CA
11089;Etablissements sportifs;Espace Vert;2;;RUE;JEAN COCTEAU;75018;13703;6110;6110;Oui;2360.64519291;;;;;1;Non;118;38;0;1813;4767 DJS;CP
10372;Décorations sur la voie publique;Decoration;4;;PLACE;NATIONALE;75013;96;61;61;Non;109.08357071;;;;;6;;113;163;JDE7325;SV;7325;CA
10387;Décorations sur la voie publique;Jardiniere;13;BIS;RUE;BELLIER-DEDOUVRE;75013;271;78;78;Non;171.43491077;;;;;3;;113;19;JDE7340;SV;7340;CA
10712;Décorations sur la voie publique;Jardiniere;2;;RUE;ALBERT BAYET;75013;211;33;33;Non;305.38664069;2001;;;;5;;113;0;JDE7348;SV;7348;CA
10708;Décorations sur la voie publique;Jardiniere;224;M;BOULEVARD;PEREIRE;75017;1070;1096;1096;Non;706.28094565;;;;;7;;117;34;JDE7488;SV;7488;CA
293;Promenades ouvertes;Square;126;;RUE;RAYMOND LOSSERAND;75014;2979;2950;2162;Oui;242.21841098;1976;;SQUARE ALESIA-RIDDER;2021;1;Non;114;22;54807;737;3453;CA
137;Promenades ouvertes;Square;34;;RUE;SAINT BERNARD;75011;1547;1255;625;Oui;178.66557395;1935;;;1974;1;Non;111;11;48436;432;3669;CA
10352;Décorations sur la voie publique;Decoration;13;;RUE DE;RUNGIS;75013;148;148;148;Non;250.62883854;;;;;16;;113;20;JDE7308;SV;7308;CA
10229;Décorations sur la voie publique;Talus;27;;RUE;CENSIER;75005;576;594;594;Non;166.18733389;;;;;1;;113;4;JDE7155;SV;7155;CA
10296;Décorations sur la voie publique;Jardiniere;19;V;BOULEVARD DE;ROCHECHOUARD;75009;22;25;25;Non;18.77579468;;;;;1;;104;37;JDE7224;SV;7224;CA
10323;Décorations sur la voie publique;Jardiniere;2;;PLACE DU;COLONEL BOURGOIN;75012;114;120;67;Non;92.50319549;2003;;;;1;;111;15;JDE7271;SV;7271;CA
547;Promenades ouvertes;Jardin;14;;RUE;BURQ;75018;1721;1798;794;Oui;205.77881916;1985;;SQUARE DE LA RUE BURQ;;1;Non;118;37;63808;209;3510;CA
167;Promenades ouvertes;Square;6;;RUE;ANTOINE VOLLON;75012;3790;3757;1254;Oui;284.73931602;1906;;;;1;Non;111;15;49858;3900;3706;CA
11341;Décorations sur la voie publique;Jardiniere;1;V;PLACE D';ESTIENNE D'ORVES;75009;211;200;200;Non;150.89934377;2014;;;;6;;104;8;JDE9328;SV;9328;CA
75;Promenades ouvertes;Square;1;;PLACE;SALVADOR ALLENDE;75007;3558;3826;1875;Oui;299.5527063;1865;;;1955;1;Non;101;6;45523;3625;4970;CA
78;Promenades ouvertes;Square;7;;RUE;RECAMIER;75007;1508;1438;587;Oui;198.20117043;1933;;RECAMIER;2007;1;Non;101;6;45535;1474;3672;CA
10798;Décorations sur la voie publique;Jardiniere;269;;RUE;LECOURBE;75015;61;63;63;Non;29.52641155;;;;;1;;115;25;JDE7404;SV;7404;CA
11193;Murs végétalisés;Murs vegetalises;22;;RUE DU;CHEMIN DE FER;75019;12;;;Non;34.59811693;2005;;;;1;;119;41;JDE7559;3099;7559;CP
10221;Décorations sur la voie publique;Decoration;4;;PLACE DE L';HOTEL DE VILLE   ESPLANADE DE LA LIBERATION;75004;1291;387;370;Non;240.29297105;;;;;2;;101;3;JDE7140;SV;7140;CA
10249;Décorations sur la voie publique;Decoration;2;;PLACE;LUCIEN HERR;75005;155;160;160;Non;109.1137164;;;;;3;;113;4;JDE7177;SV;7177;CA
10261;Décorations sur la voie publique;Jardiniere;2;V;PLACE;BENJAMIN FONDANE;75005;7;8;8;Non;19.21232458;;;;;2;;113;4;JDE7189;SV;7189;CA
10916;Décorations sur la voie publique;Decoration;17;;RUE;TACLET;75020;8;6;6;Non;12.37830939;;;;;1;;120;45;JDE7578;SV;7578;CA
11311;Promenades ouvertes;Archipel;2;W;PORT DU;GROS CAILLOU;75007;1778;1840;1017;Oui;462.62417206;2013;;;;1;Non;101;6;194258;4839;8901;CP
11313;Promenades ouvertes;Square;151;X;QUAI DE;JEMMAPES;75010;866;975;242;Oui;224.51903922;1891;;MOITIE DU SQUARE EUGENE VARLIN;2013;1;Oui;104;10;48163;3920;9154;CA
10824;Décorations sur la voie publique;Jardiniere;16;V;AVENUE;FRANCOIS GERARD;75016;39;40;40;Non;39.66987736;;2017;;;2;;116;32;JDE7446;SV;7446;CA
10862;Décorations sur la voie publique;Plate-bande;3;;RUE;CAMILLE TAHAN;75018;4;5;5;Non;20.99556076;;;;;1;;118;37;JDE7507;SV;7507;CA
10005;Cimetières;Cimetière;44;;AVENUE DE;VERDUN;94200;280895;283900;;Oui;2941.5879709;1861;1874;;;2;Non;13;154;72589;A94041;5087;CP
10319;Décorations sur la voie publique;Jardiniere;1;;AVENUE DU;BEL AIR;75012;165;108;108;Non;189.8262636;;;;;16;;111;16;JDE7267;SV;7267;CA
10842;Décorations sur la voie publique;Jardinet;9;V;RUE DU;SERGENT MAGINOT;75016;163;230;230;Non;57.34265312;;;;;1;;116;32;JDE7465;SV;7465;CA
10933;Décorations sur la voie publique;Jardiniere;5;;ALLEE;ALEXANDRE VIALATTE;75013;190;166;166;Non;141.56694842;2001;;;;3;;113;20;JDE7349;SV;7349;CA
10974;Décorations sur la voie publique;Jardiniere;1;V;PLACE;MARIE-CLAUDE VAILLANT-COUTURIER;75004;187;224;224;Non;92.23233824;2008;;;;1;;101;3;JDE7151;SV;7151;CA
10936;Décorations sur la voie publique;Jardiniere;119;;RUE DE;PATAY;75013;64;60;60;Non;31.91788344;2003;;;;1;;113;163;JDE7352;SV;7352;CA
10337;Décorations sur la voie publique;Jardiniere;54;V;QUAI DE LA;RAPEE;75012;1288;1016;1016;Non;435.80477053;;;;;2;;111;15;JDE7284;SV;7284;CA
10930;Décorations sur la voie publique;Jardiniere;197;BIS;RUE DE;CHARENTON;75012;323;329;329;Non;118.62689685;2004;;;;2;;111;15;JDE7289;SV;7289;CA
10986;Décorations sur la voie publique;Jardiniere;37;;RUE;VERCINGETORIX;75014;87;200;200;Non;112.50620419;2008;;;;6;;114;22;JDE6158;SV;6158;CA
10369;Décorations sur la voie publique;Jardiniere;158;;RUE DE;TOLBIAC;75013;100;90;90;Non;71.0654046;;;;;2;;113;19;JDE7322;SV;7322;CA
11175;Murs végétalisés;Murs vegetalises;1;;RUE DE;GALLIERA;75016;2;;;Non;18.67146194;2005;;;;1;;116;33;JDE7471;SV;7471;CP
344;Promenades ouvertes;Square;2;;PLACE DES;INSURGES DE VARSOVIE;75015;5590;5566;2366;Oui;313.74424878;1948;;;;1;Non;115;28;56872;3216;3668;CA
10409;Décorations sur la voie publique;Jardiniere;1;;RUE;SARRETTE;75014;87;90;90;Non;37.79069422;;;;;1;;114;21;JDE7379;SV;7379;CA
11400;Murs végétalisés;Murs vegetalises;5;;RUE;BERGERE;75009;0;;;Non;4.25190971;2010;;;;2;;104;8;JDE9418;SV;9418;CP
476;Jardinets décoratifs;Jardinet;16;;RUE DES;BATIGNOLLES;75017;450;517;517;Oui;120.35037748;1973;;;;1;Non;117;36;61909;516;3744;CA
11447;Murs végétalisés;Murs vegetalises;21;;RUE;ANDRE BRECHET;75017;1;;;Non;8.12175189;2016;;;;1;;117;35;JDE9623;SV;9623;CA
10861;Décorations sur la voie publique;Decoration;2;V;PLACE DES;ABBESSES;75018;13;12;12;Non;26.98636336;;;;;1;;118;37;JDE6226;SV;6226;CA
11470;Décorations sur la voie publique;Jardiniere;23;;RUE DES;MARCHAIS;75019;62;62;62;Non;60.86660701;2012;;;;1;;119;43;JDE8553;SV;8553;CA
11473;Décorations sur la voie publique;Jardiniere;15;;BOULEVARD;MACDONALD;75019;318;320;320;Non;160.43610792;2012;;;;2;;119;41;JDE8558;SV;8558;CA
11474;Décorations sur la voie publique;Plate-bande;225;V;BOULEVARD;MACDONALD;75019;3528;3350;3350;Non;622.58182227;2012;;;;7;;119;41;JDE8586;SV;8586;CA
11490;Décorations sur la voie publique;Talus;43;;AVENUE;RENE COTY;75014;2337;2300;2300;Non;1310.47402136;2016;;;;17;;114;21;JDE10258;SV;10258;CA
11491;Décorations sur la voie publique;Jardiniere;335;;RUE;LECOURBE;75015;565;510;510;Non;188.62718281;2017;;;;7;;115;29;JDE10260;SV;10260;CA
11535;Ephémères, partagés, pédagogiques;Jardin partage;5;;RUE;LEOPOLD BELLAN;75002;32;30;30;Oui;29.35348032;2016;;LE JARDIN DE BONNE;;1;Non;101;1;0;386;10388;CA
722;Périphérique;Talus;0;;;;75019;1101;;;Non;316.61077846;;;;;1;;999;;0;0;0;0
11552;Périphérique;Talus;0;;;;75013;1335;;;Non;228.92422079;;;;;1;;9;;0;0;0;0
805;Périphérique;Talus;0;;;;75020;887;;;Non;408.60914873;;;;;1;;9;;0;0;0;0
813;Périphérique;Talus;0;;;;75020;4441;;;Non;622.32916797;;;;;1;;9;;0;0;0;0
11569;Périphérique;Talus;0;;;;75012;1740;;;Non;320.92574574;;;;;1;;9;;0;0;0;0
216;Périphérique;Talus;0;;;;75012;162;;;Non;84.34808667;;;;;1;;9;;0;0;0;0
639;Périphérique;Talus;0;;;;75018;689;;;Non;112.73694389;;;;;2;;999;;0;0;0;0
11600;Périphérique;Talus;1;V;VOIE;BH/17;75017;734;687;687;Non;292.49167498;;;Porte Maillot 52 PB nord;;1;;117;34;0;SV;9406;CP
11605;Périphérique;Talus;2;V;VOIE;BF/17;75017;151;110;110;Non;75.98831495;;;Porte Maillot 57 PB sud;;1;;117;34;0;SV;9411;CP
11619;Périphérique;Talus;0;;;;75013;303;;;Non;84.17553631;;;;;1;;9;;0;0;0;0
11622;Périphérique;Talus;0;;;;75013;1787;;;Non;360.17385452;;;;;1;;9;;0;0;0;0
11625;Périphérique;Talus;0;;;;75014;975;;;Non;218.50013084;;;;;1;;9;;0;0;0;0
11637;Périphérique;Talus;0;;;;75015;5048;;;Non;909.92113974;;;;;1;;9999;;0;0;0;0
434;Périphérique;Talus;0;;;;75016;2056;;;Non;364.9842728;;;;;1;;9999;;0;0;0;0
11649;Périphérique;Talus;0;;;;75016;488;;;Non;184.07250419;;;;;1;;9999;;0;0;0;0
11689;Décorations sur la voie publique;Jardiniere;26;;RUE DE;BRUXELLES;75009;43;43;43;Non;52.02178553;2017;;;;1;;104;8;JDE10245;SV;10245;CA
11694;Murs végétalisés;Murs vegetalises;31;;RUE DE;PROVENCE;75009;1;;;Non;6.22538172;2017;;;;2;;104;8;JDE9581;SV;9581;CA
11697;Murs végétalisés;Murs vegetalises;32;;RUE DE LA;TOUR D'AUVERGNE;75009;0;;;Non;2.4852679;2017;;;;1;;104;8;JDE9585;SV;9585;CA
11735;Promenades ouvertes;Square;2;;VOIE;CB/16;75016;2117;2100;1050;Oui;372.85576021;1930;;JARDINS DE LA PORTE DE SAINT CLOUD;2017;1;Oui;116;32;303062;2287;10406;CA
11744;Périphérique;Talus;21;;AVENUE DE LA;PORTE DE LA VILLETTE;75019;1313;1300;1300;Non;176.24268691;;;;;1;;119;41;0;SV;10416;CP
11025;Jardins privatifs;Decoration;48;;RUE;LOUIS LUMIERE;75020;95;100;100;Oui;77.71568503;;;;;1;Non;120;47;0;3374;3060 DJS;CA
11758;Promenades ouvertes;Jardin;29;;RUE DE;BABYLONE;75007;3563;3500;2500;Oui;261.03676181;2014;;;;1;Non;101;6;0;87;11016;CP
11762;Décorations sur la voie publique;Jardiniere;18;P;RUE;ALPHONSE BOUDARD;75013;861;1100;1100;Non;152.67143346;2017;;;;1;;113;18;JDE10483;SV;10483;CA
11425;Ephémères, partagés, pédagogiques;Jardin partage;18;;RUE DE;COULMIERS;75014;517;480;480;Oui;347.74714011;2008;;;;1;Non;114;23;55722;4548;6677;CP
11784;Ephémères, partagés, pédagogiques;Jardin partage;3;;PASSAGE DES;PATRIARCHES;75005;121;120;120;Oui;47.11899219;2019;;LE JARDIN DES PATRIARCHES;;1;Non;113;4;277931;3584;10490;CA
11792;Décorations sur la voie publique;Jardiniere;1;;PLACE;EDMOND MICHELET;75004;103;108;108;Non;79.35499089;2017;;;;3;;101;3;JDE9540;SV;9540;CA
11875;Ephémères, partagés, pédagogiques;Jardin partage;39;BIS;RUE DES;HAIES;75020;874;1200;1200;Oui;;2008;;LES HAIES PARTAGEES;;1;Non;120;46;70488;133;8166;CA
11945;Décorations sur la voie publique;Jardiniere;1;U;VOIE;FX/13;75013;112;110;110;Non;;2019;;;;3;;113;18;JDE10725;SV;10725;CA
11968;Promenades ouvertes;Jardin;5;;RUE;NELATON;75015;579;500;;Oui;;2019;;;;0;Non;115;26;333053;5865;10897;CA
11972;Décorations sur la voie publique;Jardiniere;151;;RUE DU;CHEMIN VERT;75011;34;40;40;Non;;2019;;;;3;;111;11;JDE10866;SV;10866;CA
11887;Murs végétalisés;Murs vegetalises;31;;RUE DU;VERTBOIS;75003;4;;;Non;;2019;;;;10;;101;2;JDE9568;SV;9568;CA
11973;Décorations sur la voie publique;Jardiniere;2;V;PLACE;MIREILLE HAVET;75011;232;200;200;Non;;2019;;;;4;;111;11;JDE10867;SV;10867;CA
11499;Promenades ouvertes;Jardin;12;;BOULEVARD DU;BOIS LE PRETRE;75017;7833;10355;5800;Non;1004.92882316;2020;;JARDIN DE LA PLACE POUCHET;2019;0;Oui;117;35;379249;4115;10412;CA
12084;Promenades ouvertes;Promenade;99;;RUE;LEIBNIZ;75018;2027;0;0;Oui;;9999;;;;0;Non;118;38;0;4724;11645;CP
12096;Murs végétalisés;Murs vegetalises;2;;PLACE;JACQUES MARETTE;75015;;190;190;Non;;2015;;PARC GEORGES BRASSENS;;1;;115;28;0;105;0;0
12112;Murs végétalisés;Murs vegetalises;6;X;AVENUE;GEORGES LAFONT;75016;;64;64;Non;;2017;;SQUARE ROGER COQUOIN;;1;;116;32;0;1172;0;0
12155;Murs végétalisés;Murs vegetalises;59;;BOULEVARD;DAVOUT;75020;;174;174;Non;;2016;;JARDIN DE LA GARE DE CHARONNE;;1;;120;47;0;614;0;0
12159;Murs végétalisés;Murs vegetalises;2;;RUE;FERNAND LEGER;75020;;20;20;Non;;2016;;SQUARE JACQUES GRYNBERG;;1;;120;44;0;3461;0;0
12160;Murs végétalisés;Murs vegetalises;18;;AVENUE;GAMBETTA;75020;;950;950;Non;;2016;;JARDIN SAMUEL DE CHAMPLAIN;;1;;120;44;0;200;0;0
12921;Murs végétalisés;Murs vegetalises;6;;RUE;EMELIE;75019;;;;Non;;9999;;;;1;;119;42;JDE11880;SV;11880;CP
11963;Décorations sur la voie publique;Jardiniere;1;;RUE;SORBIER;75020;848;850;850;Non;;2020;;;;21;;120;44;JDE10854;SV;10854;CA
12925;Décorations sur la voie publique;Jardiniere;1;;ALLEE;YVETTE GUILBERT;75017;70;70;70;Non;;2020;;;;5;;116;35;JDE11886;SV;11886;CP
11733;Etablissements sportifs;Espace Vert;72;;BOULEVARD;LEFEBVRE;75015;163;180;180;Oui;177.37398297;;;;;1;Non;115;28;0;3215;6656 DJS;CA
12006;Décorations sur la voie publique;Jardiniere;10;;PLACE DE;BUDAPEST;75009;75;75;75;Non;;2020;;;;3;;104;8;JDE11906;SV;11906;CA
;Ephémères, partagés, pédagogiques;Jardin partage;46;;RUE D';ALSACE;75010;248;250;250;Oui;;2020;;JARDIN MARIELLE-FRANCO;;1;Non;104;10;0;442;0;0
10374;Décorations sur la voie publique;Jardiniere;39;;RUE;PATAY;75013;135;45;45;Non;93.45247801;;;;;4;;113;17;JDE7327;SV;7327;CA
10384;Décorations sur la voie publique;Decoration;2;;RUE DU;DOCTEUR TUFFIER;75013;50;24;24;Non;49.56879889;;;;;2;;113;20;JDE7337;SV;7337;CA
10715;Décorations sur la voie publique;Decoration;66;;RUE DES;HAIES;75020;59;60;60;Non;76.05589722;;;;;3;;120;46;JDE7585;SV;7585;CA
301;Promenades ouvertes;Jardin;5;C;PLACE DE L;ABBE JEAN LEBEUF;75014;2288;3480;2330;Oui;173.72374738;1986;;;;1;Non;114;22;55527;1484;3367;CA
52;Jardinets décoratifs;Jardinet;39;;BOULEVARD;SAINT GERMAIN;75005;485;576;576;Oui;148.66581906;;;;;1;Non;113;4;44285;892;3360;CA
10937;Décorations sur la voie publique;Jardiniere;47;;RUE;BAUDRICOURT;75013;58;56;56;Non;80.35302314;2005;;;;2;;113;163;JDE7353;SV;7353;CA
11250;Décorations sur la voie publique;Jardiniere;3;;RUE;NICOLAS FLAMEL;75004;126;136;136;Non;141.28772027;2010;2013;;;10;;101;3;JDE8121;SV;8121;CA
10256;Décorations sur la voie publique;Decoration;43;;RUE;PIERRE NICOLE;75005;19;13;13;Non;15.8396319;;;;;1;;113;4;JDE7184;SV;7184;CA
10408;Décorations sur la voie publique;Jardiniere;12;;RUE;JULIA BARTET;75014;1281;635;635;Non;353.26142301;;;;;1;;114;23;JDE7378;SV;7378;CA
534;Promenades ouvertes;Square;1;;RUE;LA VIEUVILLE;75018;1306;1266;261;Oui;178.2402791;1936;;;1939;1;Non;118;37;62667;1871;3623;CA
71;Jardinets décoratifs;Jardinet;2;;RUE;JACOB;75006;161;165;45;Oui;57.109934;1969;;JARDINET DE LA RUE JACOB;2013;1;Non;114;5;44845;3581;3714;CA
131;Promenades ouvertes;Square;8;;RUE DU;GENERAL BLAISE;75011;9418;9853;4700;Oui;395.69397991;1872;;;1944;1;Non;111;12;48788;3853;3645;CA
10223;Décorations sur la voie publique;Decoration;27;;RUE DES;BLAMCS MANTEAUX;75004;28;22;22;Non;24.2715683;;;;;1;;101;3;JDE7141;SV;7141;CA
10228;Décorations sur la voie publique;Jardiniere;2;;PLACE;BAUDOYER;75004;1;1;1;Non;4.79021965;;;JARDINIERE DE LA MAIRIE DU 4EME ARRONDISSEMENT;;1;;101;3;JDE7143;SV;7143;CA
10914;Décorations sur la voie publique;Decoration;112;;RUE DES;AMANDIERS;75020;117;145;145;Non;44.43252566;;;;;1;;120;44;JDE7577;SV;7577;CA
10813;Décorations sur la voie publique;Jardiniere;2;;RUE;JONGKIND;75015;20;25;25;Non;38.76377337;;;;;4;;115;29;JDE7422;SV;7422;CA
10896;Décorations sur la voie publique;Jardiniere;29;;RUE;FESSART;75019;23;22;22;Non;22.41269062;;;;;1;;119;40;JDE7527;SV;7527;CA
10830;Décorations sur la voie publique;Plate-bande;59;V;BOULEVARD;EXELMANS;75016;465;353;353;Non;610.49720687;;;;;48;;116;32;JDE7453;SV;7453;CA
11315;Promenades ouvertes;Pelouse;13;W;ROUTE DE;CEINTURE DU LAC DAUMESNIL;75012;102074;102089;;Non;1764.92266712;;;de Reuilly;;1;;7;49;106618;3705;7997;CP
11116;Murs végétalisés;Murs vegetalises;23;;RUE DE;PALESTRO;75002;0;;;Non;4.79374277;2008;;;;3;;101;1;JDE7116;SV;7116;CP
10840;Décorations sur la voie publique;Jardiniere;71;;RUE D';AUTEUIL;75016;46;70;70;Non;61.54823452;;;;;3;;116;32;JDE7463;SV;7463;CA
11331;Promenades ouvertes;Pelouse;3;V;ROUTE D';AUTEUIL AUX LACS;75016;62708;62714;;Oui;1080.51228006;;;Pelouse A;;1;Non;8;55;106637;3708;7993;CP
10738;Décorations sur la voie publique;Plate-bande;120;;BOULEVARD;RICHARD LENOIR;75011;440;470;470;Non;151.83101899;;;;;2;;111;11;JDE3809;SV;3809;CA
529;Promenades ouvertes;Square;2;;RUE;SAINT ELEUTHERE;75018;1115;1100;549;Oui;173.44416502;1927;;;1930;1;Oui;118;37;63113;4149;5023;CA
10886;Décorations sur la voie publique;Jardiniere;10;;RUE;MAURICE GENEVOIX;75018;72;74;74;Non;75.35860114;;;;;2;;118;39;JDE6213;SV;6213;CA
10870;Décorations sur la voie publique;Jardiniere;8;;RUE;ANDRE GILL;75018;19;20;20;Non;21.42042089;;;;;1;;118;37;JDE6227;SV;6227;CA
10399;Décorations sur la voie publique;Jardiniere;1;;PLACE;ANDRE MASSON;75013;437;250;250;Non;200.59878809;2007;;;;5;;113;19;JDE7347;SV;7347;CA
11126;Murs végétalisés;Murs vegetalises;11;;RUE DE;COURCELLES;75008;4;;;Non;36.36344825;2006;;;;2;;104;9;JDE7221;SV;7221;CP
10191;Décorations sur la voie publique;Jardiniere;1;;RUE DES;HALLES;75001;45;34;34;Non;57.68148977;;;;;2;;101;1;JDE7108;SV;7108;CA
916;Jardinets décoratifs;Mail;1;V;RUE;LEIBNIZ;75018;2111;1616;1616;Non;1050.35626906;;;;;7;;118;38;64096;4318;3436;CA
10332;Décorations sur la voie publique;Jardiniere;1;;PLACE;EDOUARD RENARD;75012;168;360;360;Non;137.84696397;;;;;8;;111;16;JDE7280;SV;7280;CA
11346;Décorations sur la voie publique;Jardiniere;3;;RUE;BIGNON;75012;73;60;60;Non;69.97236503;2015;;;;4;;111;15;JDE9536;SV;9536;CA
10404;Décorations sur la voie publique;Plate-bande;60;;AVENUE;REILLE;75014;249;225;225;Non;548.60769326;;;;;6;;114;21;JDE7375;SV;7375;CA
11336;Décorations sur la voie publique;Jardiniere;2;;CITE;BLANCHE;75014;90;85;85;Non;56.03306757;2015;;;;3;;114;23;JDE9546;SV;9546;CA
11280;Ephémères, partagés, pédagogiques;Jardin partage;5;;IMPASSE;DRUINOT;75012;231;250;250;Oui;62.23823072;2004;;;;1;Non;111;15;51005;5038;6672;CA
11147;Murs végétalisés;Murs vegetalises;11;;BOULEVARD DE LA;GUYANNE;75012;225;;;Non;357.33571973;2004;;;;1;;111;16;JDE7293;SV;7293;CP
11423;Promenades ouvertes;Jardin;1;;RUE;BEZOUT;75014;87;80;80;Non;37.16317017;2013;;;;1;Oui;114;21;55536;4601;8340;CA
11334;Ephémères, partagés, pédagogiques;Jardin partage;5;;RUE;SAINTE LEONIE;75014;286;166;166;Oui;76.71906246;2007;;LE LAPIN OUVRIER;;1;Non;114;22;55452;351;0;0
10882;Décorations sur la voie publique;Decoration;12;;RUE DE LA;BONNE;75018;89;92;92;Non;77.45160614;;;;;4;;118;37;JDE6228;SV;6228;CA
11087;Etablissements sportifs;Espace Vert;2;;RUE DES;FILLETTES;75018;137;261;261;Oui;48.69129162;;;;;1;Non;118;39;0;1114;3010 DJS;CA
676;Jardinets décoratifs;Jardinet;7;;PLACE;ARMAND CARREL;75019;47;64;64;Oui;44.77252452;1985;;;;1;Non;119;40;65438;3113;3768;CA
11468;Décorations sur la voie publique;Terre-plein;1;V;PLACE DU;MAQUIS DU VERCORS;75019;1048;1050;1050;Non;203.16962476;2010;;;;1;;119;43;JDE8551;SV;8551;CA
